TEXT_ID,BUSINESS_ID,ATTR_ID,TEXT_VALUE
10030394,10003829,15,No
10030395,10003829,16,No
10030396,10003829,18,No
10030397,10003829,19,No
10030398,10003829,20,Yes
10030399,10003829,21,Yes
10030400,10003829,22,No
10030401,10003829,23,Yes
10030402,10003829,26,No
10030403,10003829,28,Quiet
10030404,10003829,31,No
10030405,10003829,32,Lot
10030406,10003829,34,Yes
10030407,10003829,35,No
10030408,10003829,36,Yes
10030409,10003829,37,Yes
10030410,10003829,38,No
10030411,10003830,1,Yes
10030412,10003830,3,None
10030413,10003830,5,Casual
10030414,10003830,11,No
10030415,10003830,15,No
10030416,10003830,16,No
10030417,10003830,18,No
10030418,10003830,19,No
10030419,10003830,20,Yes
10030420,10003830,21,Yes
10030421,10003830,22,No
10030422,10003830,23,No
10030423,10003830,31,No
10030424,10003830,34,Yes
10030425,10003830,35,No
10030426,10003830,36,No
10030427,10003830,37,No
10030428,10003831,1,Yes
10030429,10003831,2,Yes
10030430,10003831,6,Yes
10030431,10003831,32,Lot
10030432,10003831,37,Yes
10030433,10003833,1,Yes
10030434,10003834,6,Yes
10030435,10003836,6,No
10030436,10003837,1,Yes
10030437,10003838,1,No
10030438,10003839,1,Yes
10030439,10003841,1,Yes
10030440,10003844,21,Yes
10030441,10003846,1,Yes
10030442,10003846,3,None
10030443,10003846,4,Divey
10030444,10003846,5,Casual
10030445,10003846,8,Yes
10030446,10003846,11,No
10030447,10003846,15,No
10030448,10003846,16,No
10030449,10003846,18,No
10030450,10003846,19,No
10030451,10003846,20,Yes
10030452,10003846,21,Yes
10030453,10003846,22,Yes
10030454,10003846,23,No
10030455,10003846,26,Yes
10030456,10003846,28,Average
10030457,10003846,31,Yes
10030458,10003846,32,Lot
10030459,10003846,34,Yes
10030460,10003846,35,No
10030461,10003846,36,No
10030462,10003846,38,No
10030463,10003847,1,Yes
10030464,10003848,1,Yes
10030465,10003848,13,No
10030466,10003848,32,Lot
10030467,10003848,37,Yes
10030468,10003849,1,Yes
10030469,10003849,32,Lot
10030470,10003850,1,No
10030471,10003850,6,No
10030472,10003850,32,Lot
10030473,10003851,1,Yes
10030474,10003851,5,Casual
10030475,10003851,8,No
10030476,10003851,11,Yes
10030477,10003851,14,No
10030478,10003851,26,No
10030479,10003851,31,No
10030480,10003851,34,Yes
10030481,10003851,35,No
10030482,10003851,36,No
10030483,10003851,37,No
10030484,10003851,38,No
10030485,10003852,1,Yes
10030486,10003852,32,Lot
10030487,10003852,34,Yes
10030488,10003853,1,Yes
10030489,10003853,32,Lot
10030490,10003853,38,No
10030491,10003854,1,Yes
10030492,10003854,6,No
10030493,10003854,32,Lot
10030494,10003854,34,Yes
10030495,10003855,1,Yes
10030496,10003855,3,Beer and Wine
10030497,10003855,4,Casual
10030498,10003855,5,Casual
10030499,10003855,8,Yes
10030500,10003855,11,No
10030501,10003855,13,No
10030502,10003855,14,No
10030503,10003855,15,No
10030504,10003855,16,No
10030505,10003855,18,No
10030506,10003855,19,Yes
10030507,10003855,20,Yes
10030508,10003855,21,Yes
10030509,10003855,22,No
10030510,10003855,23,No
10030511,10003855,26,Yes
10030512,10003855,28,Average
10030513,10003855,31,Yes
10030514,10003855,32,Lot
10030515,10003855,34,Yes
10030516,10003855,35,No
10030517,10003855,36,Yes
10030518,10003855,37,Yes
10030519,10003855,38,Free
10030520,10003857,2,Yes
10030521,10003857,6,No
10030522,10003858,1,Yes
10030523,10003858,3,None
10030524,10003858,4,Casual
10030525,10003858,5,Casual
10030526,10003858,8,No
10030527,10003858,11,No
10030528,10003858,15,No
10030529,10003858,16,No
10030530,10003858,18,No
10030531,10003858,19,Yes
10030532,10003858,20,Yes
10030533,10003858,21,Yes
10030534,10003858,22,No
10030535,10003858,23,Yes
10030536,10003858,26,No
10030537,10003858,28,Average
10030538,10003858,31,No
10030539,10003858,32,Lot
10030540,10003858,34,Yes
10030541,10003858,35,No
10030542,10003858,36,No
10030543,10003858,38,No
10030544,10003859,6,Yes
10030545,10003860,1,Yes
10030546,10003860,3,None
10030547,10003860,5,Casual
10030548,10003860,8,Yes
10030549,10003860,11,No
10030550,10003860,14,No
10030551,10003860,15,No
10030552,10003860,16,No
10030553,10003860,18,No
10030554,10003860,19,No
10030555,10003860,20,Yes
10030556,10003860,21,Yes
10030557,10003860,22,No
10030558,10003860,23,No
10030559,10003860,26,No
10030560,10003860,28,Quiet
10030561,10003860,31,No
10030562,10003860,34,Yes
10030563,10003860,35,Yes
10030564,10003860,36,No
10030565,10003860,37,Yes
10030566,10003860,38,No
10030567,10003861,1,Yes
10030568,10003861,3,Full Bar
10030569,10003861,4,Romantic
10030570,10003861,5,Casual
10030571,10003861,7,No
10030572,10003861,8,No
10030573,10003861,10,No
10030574,10003861,11,No
10030575,10003861,15,No
10030576,10003861,16,No
10030577,10003861,18,No
10030578,10003861,19,Yes
10030579,10003861,20,Yes
10030580,10003861,21,No
10030581,10003861,22,No
10030582,10003861,23,No
10030583,10003861,26,No
10030584,10003861,28,Average
10030585,10003861,31,No
10030586,10003861,32,Lot
10030587,10003861,33,No
10030588,10003861,34,Yes
10030589,10003861,35,Yes
10030590,10003861,36,Yes
10030591,10003861,37,Yes
10030592,10003861,38,No
10030593,10003863,1,Yes
10030594,10003864,1,Yes
10030595,10003864,6,No
10030596,10003866,1,Yes
10030597,10003866,38,No
10030598,10003867,1,Yes
10030599,10003868,1,Yes
10030600,10003868,32,Lot
10030601,10003868,34,No
10030602,10003868,37,Yes
10030603,10003869,1,Yes
10030604,10003869,32,Lot
10030605,10003869,37,Yes
10030606,10003870,38,Free
10030607,10003872,1,Yes
10030608,10003872,3,Full Bar
10030609,10003872,4,Casual
10030610,10003872,5,Casual
10030611,10003872,8,Yes
10030612,10003872,11,Yes
10030613,10003872,15,No
10030614,10003872,16,No
10030615,10003872,18,No
10030616,10003872,19,Yes
10030617,10003872,20,Yes
10030618,10003872,21,Yes
10030619,10003872,22,No
10030620,10003872,23,No
10030621,10003872,26,Yes
10030622,10003872,28,Average
10030623,10003872,30,Yes
10030624,10003872,31,No
10030625,10003872,32,Lot
10030626,10003872,34,Yes
10030627,10003872,35,Yes
10030628,10003872,36,Yes
10030629,10003872,37,No
10030630,10003872,38,No
10030631,10003874,1,Yes
10030632,10003874,6,Yes
10030633,10003874,32,Lot
10030634,10003875,1,Yes
10030635,10003875,6,No
10030636,10003875,21,Yes
10030637,10003875,32,Lot
10030638,10003876,1,Yes
10030639,10003876,6,No
10030640,10003877,1,Yes
10030641,10003878,1,Yes
10030642,10003878,32,Lot
10030643,10003879,1,Yes
10030644,10003881,1,Yes
10030645,10003881,32,Lot
10030646,10003882,1,Yes
10030647,10003883,6,Yes
10030648,10003883,32,Lot
10030649,10003884,1,Yes
10030650,10003884,3,Full Bar
10030651,10003884,4,Casual
10030652,10003884,5,Casual
10030653,10003884,8,Yes
10030654,10003884,9,No
10030655,10003884,11,No
10030656,10003884,15,Yes
10030657,10003884,16,No
10030658,10003884,17,Yes
10030659,10003884,18,No
10030660,10003884,19,Yes
10030661,10003884,20,Yes
10030662,10003884,21,Yes
10030663,10003884,22,No
10030664,10003884,23,Yes
10030665,10003884,25,Yes
10030666,10003884,26,Yes
10030667,10003884,27,Karaoke
10030668,10003884,28,Average
10030669,10003884,31,Yes
10030670,10003884,32,Lot
10030671,10003884,33,Outdoor
10030672,10003884,34,Yes
10030673,10003884,35,No
10030674,10003884,36,Yes
10030675,10003884,37,Yes
10030676,10003884,38,No
10030677,10003886,1,Yes
10030678,10003886,6,No
10030679,10003886,32,Lot
10030680,10003886,37,Yes
10030681,10003887,1,Yes
10030682,10003887,32,Lot
10030683,10003887,37,Yes
10030684,10003888,1,Yes
10030685,10003888,6,No
10030686,10003888,32,Lot
10030687,10003888,37,Yes
10030688,10003889,1,Yes
10030689,10003889,6,No
10030690,10003890,1,Yes
10030691,10003890,6,Yes
10030692,10003891,1,Yes
10030693,10003891,3,None
10030694,10003891,5,Casual
10030695,10003891,8,Yes
10030696,10003891,11,No
10030697,10003891,14,No
10030698,10003891,15,No
10030699,10003891,16,No
10030700,10003891,18,No
10030701,10003891,19,No
10030702,10003891,20,Yes
10030703,10003891,21,Yes
10030704,10003891,22,No
10030705,10003891,23,Yes
10030706,10003891,26,No
10030707,10003891,28,Average
10030708,10003891,31,No
10030709,10003891,32,Lot
10030710,10003891,34,Yes
10030711,10003891,35,No
10030712,10003891,36,No
10030713,10003891,38,No
10030714,10003894,1,Yes
10030715,10003894,37,Yes
10030716,10003895,6,Yes
10030717,10003896,1,Yes
10030718,10003896,32,Lot
10030719,10003896,34,No
10030720,10003897,1,Yes
10030721,10003897,3,None
10030722,10003897,4,Divey
10030723,10003897,5,Casual
10030724,10003897,8,No
10030725,10003897,11,No
10030726,10003897,15,No
10030727,10003897,16,No
10030728,10003897,18,No
10030729,10003897,19,No
10030730,10003897,20,Yes
10030731,10003897,21,Yes
10030732,10003897,22,No
10030733,10003897,23,No
10030734,10003897,26,No
10030735,10003897,28,Quiet
10030736,10003897,31,Yes
10030737,10003897,34,Yes
10030738,10003897,35,No
10030739,10003897,36,No
10030740,10003897,38,No
10030741,10003898,1,Yes
10030742,10003898,32,Lot
10030743,10003899,1,Yes
10030744,10003899,5,Casual
10030745,10003899,11,Yes
10030746,10003899,31,No
10030747,10003899,34,Yes
10030748,10003900,1,Yes
10030749,10003900,6,No
10030750,10003900,32,Street
10030751,10003901,1,Yes
10030752,10003901,3,None
10030753,10003901,5,Casual
10030754,10003901,8,No
10030755,10003901,11,No
10030756,10003901,14,Yes
10030757,10003901,20,Yes
10030758,10003901,21,Yes
10030759,10003901,26,No
10030760,10003901,28,Quiet
10030761,10003901,31,No
10030762,10003901,34,Yes
10030763,10003901,35,No
10030764,10003901,36,No
10030765,10003901,38,No
10030766,10003903,1,Yes
10030767,10003903,5,Casual
10030768,10003903,11,No
10030769,10003903,14,Yes
10030770,10003903,15,No
10030771,10003903,16,No
10030772,10003903,18,No
10030773,10003903,19,No
10030774,10003903,20,Yes
10030775,10003903,21,Yes
10030776,10003903,22,No
10030777,10003903,23,No
10030778,10003903,31,No
10030779,10003903,34,Yes
10030780,10003903,35,No
10030781,10003905,1,Yes
10030782,10003906,1,Yes
10030783,10003906,13,Yes
10030784,10003906,32,Lot
10030785,10003906,37,Yes
10030786,10003907,1,Yes
10030787,10003907,32,Lot
10030788,10003908,1,Yes
10030789,10003908,6,Yes
10030790,10003908,37,Yes
10030791,10003909,2,Yes
10030792,10003909,6,Yes
10030793,10003910,2,Yes
10030794,10003910,6,Yes
10030795,10003911,1,Yes
10030796,10003911,3,Full Bar
10030797,10003911,4,Divey
10030798,10003911,9,No
10030799,10003911,17,Yes
10030800,10003911,20,Yes
10030801,10003911,21,No
10030802,10003911,25,Yes
10030803,10003911,26,Yes
10030804,10003911,27,Live
10030805,10003911,28,Loud
10030806,10003911,31,No
10030807,10003911,32,Lot
10030808,10003911,33,Outdoor
10030809,10003911,37,Yes
10030810,10003912,1,Yes
10030811,10003912,32,Lot
10030812,10003913,1,Yes
10030813,10003914,1,Yes
10030814,10003914,32,Lot
10030815,10003914,37,Yes
10030816,10003915,1,Yes
10030817,10003915,6,No
10030818,10003915,32,Lot
10030819,10003916,1,Yes
10030820,10003916,38,Paid
10030821,10003917,1,Yes
10030822,10003917,6,Yes
10030823,10003918,1,Yes
10030824,10003919,6,Yes
10030825,10003920,21,No
10030826,10003921,6,Yes
10030827,10003922,1,Yes
10030828,10003922,32,Lot
10030829,10003923,1,Yes
10030830,10003923,32,Lot
10030831,10003923,37,Yes
10030832,10003924,1,Yes
10030833,10003924,32,Lot
10030834,10003924,37,Yes
10030835,10003925,1,Yes
10030836,10003925,6,No
10030837,10003925,32,Lot
10030838,10003925,37,Yes
10030839,10003928,1,Yes
10030840,10003928,3,None
10030841,10003928,11,No
10030842,10003928,21,Yes
10030843,10003928,26,Yes
10030844,10003928,31,No
10030845,10003928,34,Yes
10030846,10003928,35,No
10030847,10003928,38,No
10030848,10003929,1,Yes
10030849,10003929,3,None
10030850,10003929,5,Casual
10030851,10003929,8,Yes
10030852,10003929,11,Yes
10030853,10003929,15,No
10030854,10003929,16,No
10030855,10003929,18,No
10030856,10003929,19,No
10030857,10003929,20,Yes
10030858,10003929,21,Yes
10030859,10003929,22,No
10030860,10003929,23,Yes
10030861,10003929,26,Yes
10030862,10003929,28,Average
10030863,10003929,31,No
10030864,10003929,32,Lot
10030865,10003929,34,Yes
10030866,10003929,35,No
10030867,10003929,36,No
10030868,10003929,38,No
10030869,10003930,1,Yes
10030870,10003932,1,No
10030871,10003933,1,Yes
10030872,10003934,6,No
10030873,10003935,1,Yes
10030874,10003936,1,Yes
10030875,10003936,21,Yes
10030876,10003937,1,Yes
10030877,10003937,6,No
10030878,10003937,37,Yes
10030879,10003938,1,Yes
10030880,10003938,32,Lot
10030881,10003938,37,Yes
10030882,10003939,1,No
10030883,10003939,3,None
10030884,10003939,4,Casual
10030885,10003939,5,Casual
10030886,10003939,8,No
10030887,10003939,11,No
10030888,10003939,15,No
10030889,10003939,16,No
10030890,10003939,18,No
10030891,10003939,19,No
10030892,10003939,20,No
10030893,10003939,21,Yes
10030894,10003939,22,No
10030895,10003939,23,Yes
10030896,10003939,26,No
10030897,10003939,28,Quiet
10030898,10003939,31,No
10030899,10003939,32,Lot
10030900,10003939,34,Yes
10030901,10003939,35,No
10030902,10003939,36,No
10030903,10003939,37,Yes
10030904,10003939,38,No
10030905,10003940,1,Yes
10030906,10003941,1,Yes
10030907,10003941,3,Full Bar
10030908,10003941,5,Casual
10030909,10003941,11,No
10030910,10003941,15,No
10030911,10003941,16,No
10030912,10003941,18,No
10030913,10003941,19,No
10030914,10003941,20,Yes
10030915,10003941,21,Yes
10030916,10003941,22,No
10030917,10003941,23,No
10030918,10003941,31,No
10030919,10003941,32,Lot
10030920,10003941,34,Yes
10030921,10003941,35,Yes
10030922,10003941,36,Yes
10030923,10003941,37,Yes
10030924,10003942,1,Yes
10030925,10003942,32,Lot
10030926,10003943,1,Yes
10030927,10003943,32,Lot
10030928,10003944,1,Yes
10030929,10003944,3,Beer and Wine
10030930,10003944,4,Casual
10030931,10003944,5,Casual
10030932,10003944,8,Yes
10030933,10003944,11,No
10030934,10003944,15,No
10030935,10003944,16,No
10030936,10003944,18,No
10030937,10003944,19,No
10030938,10003944,20,Yes
10030939,10003944,21,Yes
10030940,10003944,22,No
10030941,10003944,23,Yes
10030942,10003944,26,Yes
10030943,10003944,28,Average
10030944,10003944,31,Yes
10030945,10003944,32,Lot
10030946,10003944,34,Yes
10030947,10003944,35,Yes
10030948,10003944,36,Yes
10030949,10003944,37,Yes
10030950,10003944,38,No
10030951,10003946,1,Yes
10030952,10003946,6,No
10030953,10003947,1,No
10030954,10003948,1,Yes
10030955,10003950,1,Yes
10030956,10003950,5,Casual
10030957,10003950,11,No
10030958,10003950,20,Yes
10030959,10003950,21,Yes
10030960,10003950,26,No
10030961,10003950,31,No
10030962,10003950,34,No
10030963,10003950,35,Yes
10030964,10003950,37,Yes
10030965,10003951,2,Yes
10030966,10003951,6,No
10030967,10003952,1,Yes
10030968,10003952,32,Lot
10030969,10003952,33,No
10030970,10003952,37,Yes
10030971,10003952,38,No
10030972,10003954,1,Yes
10030973,10003956,1,Yes
10030974,10003956,6,No
10030975,10003956,21,Yes
10030976,10003958,1,No
10030977,10003959,1,Yes
10030978,10003959,3,Full Bar
10030979,10003959,4,Casual
10030980,10003959,5,Casual
10030981,10003959,8,Yes
10030982,10003959,9,No
10030983,10003959,11,No
10030984,10003959,15,No
10030985,10003959,16,No
10030986,10003959,17,No
10030987,10003959,18,No
10030988,10003959,19,Yes
10030989,10003959,20,Yes
10030990,10003959,21,Yes
10030991,10003959,22,No
10030992,10003959,23,No
10030993,10003959,25,Yes
10030994,10003959,26,Yes
10030995,10003959,28,Average
10030996,10003959,31,No
10030997,10003959,32,Lot
10030998,10003959,33,Outdoor
10030999,10003959,34,Yes
10031000,10003959,35,No
10031001,10003959,36,Yes
10031002,10003959,37,Yes
10031003,10003959,38,Free
10031004,10003960,1,Yes
10031005,10003960,2,Yes
10031006,10003960,6,Yes
10031007,10003960,13,Yes
10031008,10003960,32,Lot
10031009,10003960,37,Yes
10031010,10003961,1,Yes
10031011,10003961,32,Garage
10031012,10003962,1,Yes
10031013,10003962,6,No
10031014,10003963,1,No
10031015,10003963,6,No
10031016,10003964,1,Yes
10031017,10003964,6,No
10031018,10003964,32,Lot
10031019,10003965,1,Yes
10031020,10003965,6,Yes
10031021,10003965,32,Lot
10031022,10003966,1,Yes
10031023,10003966,32,Lot
10031024,10003966,37,Yes
10031025,10003967,1,Yes
10031026,10003967,32,Lot
10031027,10003968,1,No
10031028,10003969,1,Yes
10031029,10003969,5,Casual
10031030,10003969,21,Yes
10031031,10003969,34,Yes
10031032,10003969,37,Yes
10031033,10003970,1,Yes
10031034,10003970,6,No
10031035,10003971,1,Yes
10031036,10003971,3,Full Bar
10031037,10003971,4,Casual
10031038,10003971,5,Casual
10031039,10003971,8,Yes
10031040,10003971,11,No
10031041,10003971,15,No
10031042,10003971,16,No
10031043,10003971,18,No
10031044,10003971,19,Yes
10031045,10003971,20,Yes
10031046,10003971,21,Yes
10031047,10003971,22,No
10031048,10003971,23,No
10031049,10003971,26,Yes
10031050,10003971,28,Average
10031051,10003971,31,Yes
10031052,10003971,32,Lot
10031053,10003971,34,Yes
10031054,10003971,35,Yes
10031055,10003971,36,Yes
10031056,10003971,37,Yes
10031057,10003971,38,No
10031058,10003972,1,Yes
10031059,10003973,1,Yes
10031060,10003974,1,Yes
10031061,10003974,3,Full Bar
10031062,10003974,4,Casual
10031063,10003974,5,Casual
10031064,10003974,9,No
10031065,10003974,11,No
10031066,10003974,14,No
10031067,10003974,15,No
10031068,10003974,16,No
10031069,10003974,17,No
10031070,10003974,18,No
10031071,10003974,19,Yes
10031072,10003974,20,Yes
10031073,10003974,21,Yes
10031074,10003974,22,No
10031075,10003974,23,Yes
10031076,10003974,26,Yes
10031077,10003974,28,Average
10031078,10003974,30,No
10031079,10003974,31,No
10031080,10003974,32,Lot
10031081,10003974,33,No
10031082,10003974,34,Yes
10031083,10003974,35,No
10031084,10003974,36,Yes
10031085,10003974,37,Yes
10031086,10003974,38,No
10031087,10003975,1,Yes
10031088,10003975,3,None
10031089,10003975,4,Casual
10031090,10003975,5,Casual
10031091,10003975,8,Yes
10031092,10003975,11,No
10031093,10003975,13,Yes
10031094,10003975,15,No
10031095,10003975,16,No
10031096,10003975,18,No
10031097,10003975,19,No
10031098,10003975,20,No
10031099,10003975,21,Yes
10031100,10003975,22,No
10031101,10003975,23,Yes
10031102,10003975,26,No
10031103,10003975,28,Average
10031104,10003975,31,Yes
10031105,10003975,32,Lot
10031106,10003975,34,Yes
10031107,10003975,35,No
10031108,10003975,36,No
10031109,10003975,37,Yes
10031110,10003975,38,Free
10031111,10003976,6,Yes
10031112,10003977,6,Yes
10031113,10003978,1,Yes
10031114,10003978,32,Garage
10031115,10003978,37,Yes
10031116,10003980,1,Yes
10031117,10003980,5,Casual
10031118,10003980,11,No
10031119,10003980,15,No
10031120,10003980,16,No
10031121,10003980,18,No
10031122,10003980,19,No
10031123,10003980,20,Yes
10031124,10003980,21,Yes
10031125,10003980,22,No
10031126,10003980,23,No
10031127,10003980,31,No
10031128,10003980,32,Lot
10031129,10003980,34,Yes
10031130,10003980,35,No
10031131,10003980,36,Yes
10031132,10003980,37,Yes
10031133,10003981,1,Yes
10031134,10003981,32,Lot
10031135,10003981,37,Yes
10031136,10003982,1,Yes
10031137,10003982,13,No
10031138,10003982,32,Lot
10031139,10003982,37,Yes
10031140,10003983,1,Yes
10031141,10003985,6,Yes
10031142,10003986,1,Yes
10031143,10003987,1,Yes
10031144,10003987,6,No
10031145,10003987,21,Yes
10031146,10003988,1,Yes
10031147,10003988,6,No
10031148,10003988,32,Lot
10031149,10003989,1,Yes
10031150,10003989,6,No
10031151,10003991,1,Yes
10031152,10003991,3,None
10031153,10003991,5,Casual
10031154,10003991,11,No
10031155,10003991,14,No
10031156,10003991,15,No
10031157,10003991,16,No
10031158,10003991,18,No
10031159,10003991,19,No
10031160,10003991,20,Yes
10031161,10003991,21,Yes
10031162,10003991,22,No
10031163,10003991,23,No
10031164,10003991,26,No
10031165,10003991,31,No
10031166,10003991,32,Lot
10031167,10003991,34,Yes
10031168,10003991,35,No
10031169,10003991,36,No
10031170,10003992,1,Yes
10031171,10003992,6,No
10031172,10003993,1,Yes
10031173,10003993,6,No
10031174,10003993,32,Garage
10031175,10003994,1,Yes
10031176,10003994,3,None
10031177,10003994,4,Casual
10031178,10003994,5,Casual
10031179,10003994,8,No
10031180,10003994,11,No
10031181,10003994,15,Yes
10031182,10003994,16,No
10031183,10003994,18,No
10031184,10003994,19,No
10031185,10003994,20,Yes
10031186,10003994,21,Yes
10031187,10003994,22,No
10031188,10003994,23,No
10031189,10003994,26,No
10031190,10003994,28,Average
10031191,10003994,30,No
10031192,10003994,31,No
10031193,10003994,32,Lot
10031194,10003994,34,Yes
10031195,10003994,35,No
10031196,10003994,36,Yes
10031197,10003994,37,Yes
10031198,10003994,38,Free
10031199,10003996,1,Yes
10031200,10003996,6,No
10031201,10003997,1,Yes
10031202,10003997,32,Lot
10031203,10003997,34,No
10031204,10003997,37,Yes
10031205,10003998,1,Yes
10031206,10003998,38,Free
10031207,10003999,1,Yes
10031208,10003999,3,None
10031209,10003999,5,Casual
10031210,10003999,8,Yes
10031211,10003999,11,No
10031212,10003999,14,Yes
10031213,10003999,15,No
10031214,10003999,16,No
10031215,10003999,18,No
10031216,10003999,19,Yes
10031217,10003999,20,Yes
10031218,10003999,21,Yes
10031219,10003999,22,No
10031220,10003999,23,No
10031221,10003999,26,No
10031222,10003999,28,Average
10031223,10003999,31,No
10031224,10003999,34,Yes
10031225,10003999,35,No
10031226,10003999,36,No
10031227,10003999,37,No
10031228,10003999,38,No
10031229,10004000,1,Yes
10031230,10004000,3,None
10031231,10004000,4,Divey
10031232,10004000,5,Casual
10031233,10004000,8,No
10031234,10004000,11,No
10031235,10004000,14,Yes
10031236,10004000,15,No
10031237,10004000,16,Yes
10031238,10004000,18,Yes
10031239,10004000,19,No
10031240,10004000,20,Yes
10031241,10004000,21,Yes
10031242,10004000,22,No
10031243,10004000,23,No
10031244,10004000,26,No
10031245,10004000,28,Quiet
10031246,10004000,31,Yes
10031247,10004000,32,Lot
10031248,10004000,34,Yes
10031249,10004000,35,No
10031250,10004000,36,Yes
10031251,10004000,37,Yes
10031252,10004000,38,No
10031253,10004001,1,Yes
10031254,10004001,32,Lot
10031255,10004002,1,Yes
10031256,10004002,3,None
10031257,10004002,5,Casual
10031258,10004002,11,No
10031259,10004002,15,No
10031260,10004002,16,Yes
10031261,10004002,18,No
10031262,10004002,19,No
10031263,10004002,20,No
10031264,10004002,21,Yes
10031265,10004002,22,No
10031266,10004002,23,No
10031267,10004002,26,No
10031268,10004002,28,Average
10031269,10004002,31,No
10031270,10004002,34,Yes
10031271,10004002,35,No
10031272,10004002,38,No
10031273,10004004,1,Yes
10031274,10004005,1,Yes
10031275,10004005,3,None
10031276,10004005,5,Casual
10031277,10004005,8,No
10031278,10004005,11,No
10031279,10004005,15,No
10031280,10004005,16,No
10031281,10004005,18,No
10031282,10004005,19,Yes
10031283,10004005,20,No
10031284,10004005,21,Yes
10031285,10004005,22,No
10031286,10004005,23,Yes
10031287,10004005,26,Yes
10031288,10004005,28,Average
10031289,10004005,31,No
10031290,10004005,32,Lot
10031291,10004005,34,Yes
10031292,10004005,35,No
10031293,10004005,36,Yes
10031294,10004005,37,Yes
10031295,10004005,38,No
10031296,10004006,1,Yes
10031297,10004006,32,Lot
10031298,10004006,37,Yes
10031299,10004007,1,Yes
10031300,10004007,6,No
10031301,10004007,32,Lot
10031302,10004007,37,Yes
10031303,10004008,1,Yes
10031304,10004008,32,Lot
10031305,10004009,1,Yes
10031306,10004009,6,No
10031307,10004009,13,No
10031308,10004009,32,Lot
10031309,10004009,37,No
10031310,10004010,1,Yes
10031311,10004010,6,Yes
10031312,10004011,1,Yes
10031313,10004011,32,Lot
10031314,10004011,34,Yes
10031315,10004011,38,No
10031316,10004012,1,Yes
10031317,10004012,3,None
10031318,10004012,5,Casual
10031319,10004012,8,No
10031320,10004012,11,No
10031321,10004012,14,Yes
10031322,10004012,15,No
10031323,10004012,16,No
10031324,10004012,18,Yes
10031325,10004012,19,No
10031326,10004012,20,Yes
10031327,10004012,21,Yes
10031328,10004012,22,No
10031329,10004012,23,No
10031330,10004012,26,No
10031331,10004012,28,Average
10031332,10004012,31,No
10031333,10004012,32,Lot
10031334,10004012,34,Yes
10031335,10004012,35,No
10031336,10004012,36,No
10031337,10004012,38,No
10031338,10004013,1,Yes
10031339,10004013,3,Full Bar
10031340,10004013,4,Divey
10031341,10004013,5,Casual
10031342,10004013,9,No
10031343,10004013,11,No
10031344,10004013,13,No
10031345,10004013,15,Yes
10031346,10004013,16,Yes
10031347,10004013,17,No
10031348,10004013,18,No
10031349,10004013,19,Yes
10031350,10004013,20,Yes
10031351,10004013,21,No
10031352,10004013,22,Yes
10031353,10004013,23,Yes
10031354,10004013,25,Yes
10031355,10004013,26,Yes
10031356,10004013,27,Karaoke
10031357,10004013,28,Average
10031358,10004013,31,No
10031359,10004013,32,Lot
10031360,10004013,33,Outdoor
10031361,10004013,34,Yes
10031362,10004013,35,Yes
10031363,10004013,36,Yes
10031364,10004013,37,Yes
10031365,10004013,38,Free
10031366,10004014,1,Yes
10031367,10004014,32,Lot
10031368,10004015,1,Yes
10031369,10004015,6,No
10031370,10004015,37,Yes
10031371,10004016,1,Yes
10031372,10004016,6,No
10031373,10004017,1,Yes
10031374,10004017,3,None
10031375,10004017,4,Casual
10031376,10004017,5,Casual
10031377,10004017,8,No
10031378,10004017,11,No
10031379,10004017,15,Yes
10031380,10004017,16,No
10031381,10004017,18,No
10031382,10004017,19,No
10031383,10004017,20,Yes
10031384,10004017,21,Yes
10031385,10004017,22,No
10031386,10004017,23,No
10031387,10004017,26,No
10031388,10004017,28,Very Loud
10031389,10004017,31,Yes
10031390,10004017,32,Lot
10031391,10004017,34,Yes
10031392,10004017,35,No
10031393,10004017,36,Yes
10031394,10004017,37,Yes
10031395,10004017,38,No
10031396,10004018,1,Yes
10031397,10004018,3,None
10031398,10004018,5,Casual
10031399,10004018,8,Yes
10031400,10004018,11,No
10031401,10004018,15,Yes
10031402,10004018,16,No
10031403,10004018,18,No
10031404,10004018,19,No
10031405,10004018,20,Yes
10031406,10004018,21,Yes
10031407,10004018,22,No
10031408,10004018,23,No
10031409,10004018,26,No
10031410,10004018,28,Very Loud
10031411,10004018,31,Yes
10031412,10004018,32,Lot
10031413,10004018,34,Yes
10031414,10004018,35,No
10031415,10004018,36,No
10031416,10004018,37,Yes
10031417,10004018,38,No
10031418,10004019,1,Yes
10031419,10004019,6,No
10031420,10004020,2,Yes
10031421,10004020,6,No
10031422,10004021,1,Yes
10031423,10004022,3,Full Bar
10031424,10004022,11,No
10031425,10004022,15,No
10031426,10004022,16,No
10031427,10004022,18,No
10031428,10004022,19,No
10031429,10004022,22,No
10031430,10004022,23,No
10031431,10004022,26,Yes
10031432,10004022,34,Yes
10031433,10004023,1,Yes
10031434,10004023,6,Yes
10031435,10004023,37,Yes
10031436,10004024,1,Yes
10031437,10004024,6,No
10031438,10004024,32,Lot
10031439,10004025,1,Yes
10031440,10004025,3,Full Bar
10031441,10004025,4,Romantic
10031442,10004025,5,Casual
10031443,10004025,8,No
10031444,10004025,11,No
10031445,10004025,15,No
10031446,10004025,16,No
10031447,10004025,18,No
10031448,10004025,19,Yes
10031449,10004025,20,Yes
